Type,Sub-Type,Detail
Bad Practice,Move file,"This file ""GcsIOChannelFactory.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""GcsIOChannelFactoryTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""GcsOptions.java"" should be located in ""com/google/cloud/dataflow/sdk/options"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/options""."
Bad Practice,Move file,"This file ""GcsPath.java"" should be located in ""com/google/cloud/dataflow/sdk/util/gcsfs"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util/gcsfs""."
Bad Practice,Move file,"This file ""GcsPathTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util/gcsfs"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util/gcsfs""."
Bad Practice,Move file,"This file ""GcsStager.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/runners/google-cloud-dataflow-java/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""GcsUtil.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""GcsUtilTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""GlobalWindow.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms/windowing"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/transforms/windowing""."
Bad Practice,Move file,"This file ""GlobalWindows.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms/windowing"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/transforms/windowing""."
Bad Practice,Move file,"This file ""GoogleApiDebugOptions.java"" should be located in ""com/google/cloud/dataflow/sdk/options"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/options""."
Bad Practice,Move file,"This file ""GoogleApiDebugOptionsTest.java"" should be located in ""com/google/cloud/dataflow/sdk/options"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/options""."
Bad Practice,Move file,"This file ""GroupAlsoByWindowTest.java"" should be located in ""org/apache/beam/runners/flink/streaming"" directory, not in ""/Apache_Beam/runners/flink/src/test/java/com/dataartisans/flink/dataflow/streaming""."
Bad Practice,Move file,"This file ""GroupAlsoByWindowViaWindowSetDoFn.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""GroupAlsoByWindowsDoFn.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""GroupAlsoByWindowsProperties.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""GroupAlsoByWindowsViaOutputBufferDoFn.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""GroupAlsoByWindowsViaOutputBufferDoFnTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""GroupByKey.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/transforms""."
Bad Practice,Move file,"This file ""GroupByKeyEvaluatorFactory.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""GroupByKeyEvaluatorFactoryTest.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""GroupByKeyTest.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/transforms""."
Bad Practice,Move file,"This file ""GroupByKeyViaGroupByKeyOnly.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""GroupByNullKeyTest.java"" should be located in ""org/apache/beam/runners/flink/streaming"" directory, not in ""/Apache_Beam/runners/flink/src/test/java/com/dataartisans/flink/dataflow/streaming""."
Bad Practice,Move file,"This file ""HadoopFileSource.java"" should be located in ""org/apache/beam/contrib/hadoop"" directory, not in ""/Apache_Beam/contrib/hadoop/src/main/java/org/apache/contrib/hadoop""."
Bad Practice,Move file,"This file ""HadoopFileSourceTest.java"" should be located in ""org/apache/beam/contrib/hadoop"" directory, not in ""/Apache_Beam/contrib/hadoop/src/test/java/org/apache/contrib/hadoop""."
Bad Practice,Move file,"This file ""HasDisplayData.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms/display"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/transforms/display""."
Bad Practice,Move file,"This file ""Hidden.java"" should be located in ""com/google/cloud/dataflow/sdk/options"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/options""."
Bad Practice,Move file,"This file ""HourlyTeamScore.java"" should be located in ""com/google/cloud/dataflow/examples/complete/game"" directory, not in ""/Apache_Beam/examples/java8/src/main/java/org/apache/beam/examples/complete/game""."
Bad Practice,Move file,"This file ""HourlyTeamScoreTest.java"" should be located in ""com/google/cloud/dataflow/examples/complete/game"" directory, not in ""/Apache_Beam/examples/java8/src/test/java/org/apache/beam/examples/complete/game""."
Bad Practice,Move file,"This file ""IOChannelFactory.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""IOChannelUtils.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""IOChannelUtilsTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""IllegalMutationException.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""ImmutabilityCheckingBundleFactory.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""ImmutabilityCheckingBundleFactoryTest.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""ImmutabilityEnforcementFactory.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""ImmutabilityEnforcementFactoryTest.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""InMemoryStateInternals.java"" should be located in ""com/google/cloud/dataflow/sdk/util/state"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util/state""."
Bad Practice,Move file,"This file ""InMemoryStateInternalsTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util/state"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util/state""."
Bad Practice,Move file,"This file ""InMemoryWatermarkManager.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""InMemoryWatermarkManagerTest.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""InProcessBundle.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""InProcessBundleFactory.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""InProcessBundleFactoryTest.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""InProcessBundleOutputManager.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""InProcessBundleTest.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""InProcessCreate.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""InProcessCreateTest.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""InProcessEvaluationContext.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""InProcessEvaluationContextTest.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""InProcessExecutionContext.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""InProcessExecutor.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""InProcessPipelineOptions.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""InProcessPipelineRegistrarTest.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""InProcessPipelineRunner.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""InProcessPipelineRunnerTest.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""InProcessRegistrar.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""InProcessSideInputContainer.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""InProcessSideInputContainerTest.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""InProcessTimerInternals.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""InProcessTimerInternalsTest.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""InProcessTransformResult.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
